"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Medium Metro"	"3"	"Nov., 2000"	"2000/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2002	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2000"	"2000/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2533	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2001"	"2001/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2709	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2001"	"2001/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2373	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2001"	"2001/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2610	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2001"	"2001/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2474	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2001"	"2001/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2257	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2001"	"2001/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2085	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2001"	"2001/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1850	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2001"	"2001/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1800	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2001"	"2001/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1782	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2001"	"2001/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2043	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2001"	"2001/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2092	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2001"	"2001/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2317	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2002"	"2002/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2620	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2002"	"2002/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2626	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2002"	"2002/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3019	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2002"	"2002/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2342	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2002"	"2002/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2109	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2002"	"2002/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2034	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2002"	"2002/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1910	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2002"	"2002/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1924	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2002"	"2002/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1889	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2002"	"2002/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1973	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2002"	"2002/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2225	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2002"	"2002/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2422	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2003"	"2003/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2604	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2003"	"2003/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2455	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2003"	"2003/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2637	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2003"	"2003/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2392	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2003"	"2003/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2237	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2003"	"2003/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2114	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2003"	"2003/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2005	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2003"	"2003/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1992	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2003"	"2003/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1860	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2003"	"2003/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2039	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2003"	"2003/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2268	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2003"	"2003/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3146	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2004"	"2004/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3151	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2004"	"2004/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2344	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2004"	"2004/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2480	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2004"	"2004/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2301	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2004"	"2004/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2188	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2004"	"2004/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1987	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2004"	"2004/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1989	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2004"	"2004/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1982	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2004"	"2004/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1915	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2004"	"2004/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1953	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2004"	"2004/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2051	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2004"	"2004/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2345	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2005"	"2005/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2893	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2005"	"2005/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2950	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2005"	"2005/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3309	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2005"	"2005/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2702	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2005"	"2005/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2328	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2005"	"2005/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2095	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2005"	"2005/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2059	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2005"	"2005/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1928	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2005"	"2005/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1837	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2005"	"2005/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2030	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2005"	"2005/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2064	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2005"	"2005/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2504	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2006"	"2006/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2740	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2006"	"2006/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2501	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2006"	"2006/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2798	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2006"	"2006/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2415	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2006"	"2006/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2236	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2006"	"2006/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2010	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2006"	"2006/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2042	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2006"	"2006/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1903	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2006"	"2006/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1864	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2006"	"2006/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2138	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2006"	"2006/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2214	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2006"	"2006/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2477	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2007"	"2007/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2786	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2007"	"2007/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2613	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2007"	"2007/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2967	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2007"	"2007/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2555	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2007"	"2007/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2403	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2007"	"2007/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2117	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2007"	"2007/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2082	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2007"	"2007/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2017	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2007"	"2007/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2031	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2007"	"2007/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2180	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2007"	"2007/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2222	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2007"	"2007/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2531	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2008"	"2008/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3009	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2008"	"2008/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3188	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2008"	"2008/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3305	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2008"	"2008/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2747	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2008"	"2008/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2658	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2008"	"2008/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2298	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2008"	"2008/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2198	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2008"	"2008/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2170	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2008"	"2008/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2151	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2008"	"2008/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2307	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2008"	"2008/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2488	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2008"	"2008/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2714	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2009"	"2009/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2891	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2009"	"2009/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2718	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2009"	"2009/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3025	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2009"	"2009/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2675	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2009"	"2009/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2627	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2009"	"2009/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2314	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2009"	"2009/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2179	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2009"	"2009/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2217	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2009"	"2009/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2216	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2009"	"2009/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2410	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2009"	"2009/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2422	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2009"	"2009/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2758	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2862	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2721	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3078	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2621	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2599	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2352	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2262	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2241	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2219	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2444	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2383	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2918	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2011"	"2011/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3082	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2011"	"2011/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2917	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2011"	"2011/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3135	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2011"	"2011/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2782	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2011"	"2011/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2702	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2011"	"2011/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2502	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2011"	"2011/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2359	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2011"	"2011/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2226	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2011"	"2011/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2165	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2011"	"2011/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2420	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2011"	"2011/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2410	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2011"	"2011/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2682	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2012"	"2012/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2900	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2012"	"2012/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2806	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2012"	"2012/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3038	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2012"	"2012/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2631	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2012"	"2012/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2653	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2012"	"2012/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2415	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jul., 2012"	"2012/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2347	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Aug., 2012"	"2012/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2336	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Sep., 2012"	"2012/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2292	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Oct., 2012"	"2012/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2505	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Nov., 2012"	"2012/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2618	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Dec., 2012"	"2012/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3140	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jan., 2013"	"2013/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3872	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Feb., 2013"	"2013/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3059	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Mar., 2013"	"2013/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3237	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Apr., 2013"	"2013/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2794	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"May, 2013"	"2013/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2745	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Jun., 2013"	"2013/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2472	Not Applicable	Not Applicable
